x1,x2,x3,y
15.222443716990497,2.2559563381685175,1.8521020604514562,24.36461154445617
0.3260269573287111,5.3488718912683595,1.0840187316955607,13.733817569104332
12.483441391951686,3.875166909020079,3.7102539681272697,29.509410130310016
13.560046793726219,7.972107311397165,5.827174230099622,44.0721969917696
12.642493405812187,2.8744604855826275,0.01044626374340254,18.41753003633595
0.9970172379676896,5.075989395553315,2.422090812222953,17.2042230596317
1.2872985916074668,2.1321934061905754,3.0576242928832658,13.195746136196782
0.8568915662434566,7.457720629280642,4.453208262593558,26.905353481288635
3.9813416069157537,6.055934555846749,2.241456144326436,21.69685107942534
6.68666279133199,3.6194760779451256,1.1711318559068056,16.853444586989255
11.5372136569298,0.2615385476231129,4.414576290682482,23.096731478882234
0.7531934088773315,1.4239050357474037,4.754248390493316,15.48662445660543
6.718274433000786,5.967013207921149,5.2409928611063314,31.754783001608914
0.01945143322912024,1.5347646276203957,0.2981711955055168,3.8344086772337036
8.986103976559349,5.246460923382163,5.788802930420238,33.95103314937427
15.57741196078974,0.6861556446072843,3.3131942397415517,25.23270884935819
3.1247084791138082,6.1395006953989455,2.8857110879451215,22.617987589774504
7.803459966546448,1.7760938438489653,1.4332886516701635,14.938869283419788
7.005315075582505,7.355766702694184,5.833525325419923,36.30066179452068
11.910138010070071,0.2625717980891693,5.206254012812396,25.4509166382794
6.656442993187467,2.02948840377071,2.3428381016292703,16.57251505480206
2.6418018065360886,6.70455947104082,3.8429600951937455,25.658320986602092
14.021825733350735,4.768800165838434,4.292512558986689,34.290707462494325
14.86558213654418,5.988864377213649,5.00259642480734,39.34980195298983
11.365140033217033,2.518370021882551,1.758449492936552,20.798003809323514
2.0660032678536044,6.4028908019347766,0.8150220574993896,16.90934001547163
7.501617597739145,3.0208715531045085,5.885121568980992,28.25616462640064
10.195105625705718,2.406903476271534,2.316799410667732,20.800911104918114
6.875946923324255,7.239909336138024,6.381415117611117,37.3093033896281
4.5396650558108735,6.127117014345157,2.3338788046595087,22.62859609614996
